variant_id,lemma,type,en_US,en_GB,en_AU,en_CA,notes,source
spelling_only-04834,outsplendors,spelling_only,outsplendors,outsplendours,,,,scowl_varcon
spelling_only-04836,overanalyze,spelling_only,overanalyze,overanalyse,,overanalyze,,scowl_varcon
spelling_only-04837,overanalyzes,spelling_only,overanalyzes,overanalyses,,overanalyzes,,scowl_varcon
spelling_only-04838,overclamor,spelling_only,overclamor,overclamour,,,,scowl_varcon
spelling_only-04840,overclamor's,spelling_only,overclamor's,overclamour's,,,,scowl_varcon
spelling_only-04839,overclamors,spelling_only,overclamors,overclamours,,,,scowl_varcon
spelling_only-04841,overcolor,spelling_only,overcolor,overcolour,,,,scowl_varcon
spelling_only-04842,overcolor's,spelling_only,overcolor's,overcolour's,,,,scowl_varcon
spelling_only-04845,overcoloration,spelling_only,overcoloration,overcolouration,,,,scowl_varcon
spelling_only-04846,overcoloration's,spelling_only,overcoloration's,overcolouration's,,,,scowl_varcon
spelling_only-04843,overcoloring,spelling_only,overcoloring,overcolouring,,,,scowl_varcon
spelling_only-04844,overcolors,spelling_only,overcolors,overcolours,,,,scowl_varcon
spelling_only-04847,overfavor,spelling_only,overfavor,overfavour,,,,scowl_varcon
spelling_only-04849,overfavor's,spelling_only,overfavor's,overfavour's,,,,scowl_varcon
spelling_only-04850,overfavorable,spelling_only,overfavorable,overfavourable,,,,scowl_varcon
spelling_only-04852,overfavorable's,spelling_only,overfavorable's,overfavourable's,,,,scowl_varcon
spelling_only-04851,overfavorables,spelling_only,overfavorables,overfavourables,,,,scowl_varcon
spelling_only-04854,overfavorablies,spelling_only,overfavorablies,overfavourablies,,,,scowl_varcon
spelling_only-04853,overfavorably,spelling_only,overfavorably,overfavourably,,,,scowl_varcon
spelling_only-04848,overfavors,spelling_only,overfavors,overfavours,,,,scowl_varcon
spelling_only-04855,overhonor,spelling_only,overhonor,overhonour,,,,scowl_varcon
spelling_only-04857,overhonor's,spelling_only,overhonor's,overhonour's,,,,scowl_varcon
spelling_only-04856,overhonors,spelling_only,overhonors,overhonours,,,,scowl_varcon
spelling_only-04858,overjudgment,spelling_only,overjudgment,overjudgement,,,,scowl_varcon
spelling_only-04860,overjudgment's,spelling_only,overjudgment's,overjudgement's,,,,scowl_varcon
spelling_only-04859,overjudgments,spelling_only,overjudgments,overjudgements,,,,scowl_varcon
spelling_only-04861,overlabor,spelling_only,overlabor,overlabour,,,,scowl_varcon
spelling_only-04865,overlabor's,spelling_only,overlabor's,overlabour's,,,,scowl_varcon
spelling_only-04862,overlabored,spelling_only,overlabored,overlaboured,,,,scowl_varcon
spelling_only-04863,overlaboring,spelling_only,overlaboring,overlabouring,,,,scowl_varcon
spelling_only-04864,overlabors,spelling_only,overlabors,overlabours,,,,scowl_varcon
spelling_only-04866,oversize,spelling_only,oversize,oversized,,,,scowl_varcon
spelling_only-04867,ower,spelling_only,ower,owre,,,,scowl_varcon
spelling_only-04868,owercome,spelling_only,owercome,owrecome,,,,scowl_varcon
spelling_only-04869,owerword,spelling_only,owerword,owreword,,,,scowl_varcon
spelling_only-04870,oxalemia,spelling_only,oxalemia,oxalaemia,,,,scowl_varcon
spelling_only-04871,oxyhematin,spelling_only,oxyhematin,oxyhaematin,,,,scowl_varcon
spelling_only-04872,oxyhemoglobin,spelling_only,oxyhemoglobin,oxyhaemoglobin,,,,scowl_varcon
spelling_only-04873,oxyhemoglobins,spelling_only,oxyhemoglobins,oxyhaemoglobins,,,,scowl_varcon
spelling_only-04874,ozena,spelling_only,ozena,ozaena,,,,scowl_varcon
spelling_only-04876,pachyemia,spelling_only,pachyemia,pachyaemia,,,,scowl_varcon
spelling_only-04877,pachyhemia,spelling_only,pachyhemia,pachyhaemia,,,,scowl_varcon
spelling_only-04878,pagine,spelling_only,pagine,paginae,,,,scowl_varcon
spelling_only-04881,pajama's,spelling_only,pajama's,pyjama's,,pyjama's,,scowl_varcon
spelling_only-04883,pajamaed,spelling_only,pajamaed,pyjamased,,,,scowl_varcon
spelling_only-04882,pajamas's,spelling_only,pajamas's,pyjamas's,,pyjamas's,,scowl_varcon
spelling_only-04884,palame,spelling_only,palame,palamae,,,,scowl_varcon
spelling_only-04885,paleanthropic,spelling_only,paleanthropic,palaeanthropic,,,,scowl_varcon
spelling_only-04886,paleencephalon,spelling_only,paleencephalon,paleoencephalon,,,,scowl_varcon
spelling_only-04887,paleencephalon's,spelling_only,paleencephalon's,paleoencephalon's,,,,scowl_varcon
spelling_only-04890,paleentomology,spelling_only,paleentomology,palaeentomology,,,,scowl_varcon
spelling_only-04891,paleethnologic,spelling_only,paleethnologic,palaeethnologic,,,,scowl_varcon
spelling_only-04894,paleethnological,spelling_only,paleethnological,palaeethnological,,,,scowl_varcon
spelling_only-04897,paleethnologist,spelling_only,paleethnologist,palaeethnologist,,,,scowl_varcon
spelling_only-04900,paleethnology,spelling_only,paleethnology,palaeethnology,,,,scowl_varcon
spelling_only-04902,paleethnology's,spelling_only,paleethnology's,palaeethnology's,,,,scowl_varcon
spelling_only-04904,paleichthyologist,spelling_only,paleichthyologist,palaeichthyologist,,,,scowl_varcon
spelling_only-04905,paleichthyology,spelling_only,paleichthyology,palaeichthyology,,,,scowl_varcon
spelling_only-04906,paleoalchemical,spelling_only,paleoalchemical,palaeoalchemical,,,,scowl_varcon
spelling_only-04907,paleoanthropic,spelling_only,paleoanthropic,palaeoanthropic,,,,scowl_varcon
spelling_only-04908,paleoanthropography,spelling_only,paleoanthropography,palaeoanthropography,,,,scowl_varcon
spelling_only-04909,paleoanthropological,spelling_only,paleoanthropological,palaeoanthropological,,,,scowl_varcon
spelling_only-04913,paleoanthropologies,spelling_only,paleoanthropologies,palaeoanthropologies,,,,scowl_varcon
spelling_only-04910,paleoanthropologist,spelling_only,paleoanthropologist,palaeoanthropologist,,,,scowl_varcon
spelling_only-04911,paleoanthropologists,spelling_only,paleoanthropologists,palaeoanthropologists,,,,scowl_varcon
spelling_only-04912,paleoanthropology,spelling_only,paleoanthropology,palaeoanthropology,,,,scowl_varcon
spelling_only-04914,paleoatavism,spelling_only,paleoatavism,palaeoatavism,,,,scowl_varcon
spelling_only-04915,paleoatavistic,spelling_only,paleoatavistic,palaeoatavistic,,,,scowl_varcon
spelling_only-04916,paleobiogeography,spelling_only,paleobiogeography,palaeobiogeography,,,,scowl_varcon
spelling_only-04917,paleobiologic,spelling_only,paleobiologic,palaeobiologic,,,,scowl_varcon
spelling_only-04918,paleobiological,spelling_only,paleobiological,palaeobiological,,,,scowl_varcon
spelling_only-04923,paleobiologies,spelling_only,paleobiologies,palaeobiologies,,,,scowl_varcon
spelling_only-04919,paleobiologist,spelling_only,paleobiologist,palaeobiologist,,,,scowl_varcon
spelling_only-04921,paleobiologist's,spelling_only,paleobiologist's,palaeobiologist's,,,,scowl_varcon
spelling_only-04920,paleobiologists,spelling_only,paleobiologists,palaeobiologists,,,,scowl_varcon
spelling_only-04922,paleobiology,spelling_only,paleobiology,palaeobiology,,,,scowl_varcon
spelling_only-04924,paleobiology's,spelling_only,paleobiology's,palaeobiology's,,,,scowl_varcon
spelling_only-04925,paleobotanic,spelling_only,paleobotanic,palaeobotanic,,,,scowl_varcon
spelling_only-04926,paleobotanical,spelling_only,paleobotanical,palaeobotanical,,,,scowl_varcon
spelling_only-04927,paleobotanically,spelling_only,paleobotanically,palaeobotanically,,,,scowl_varcon
spelling_only-04931,paleobotanies,spelling_only,paleobotanies,palaeobotanies,,,,scowl_varcon
spelling_only-04928,paleobotanist,spelling_only,paleobotanist,palaeobotanist,,,,scowl_varcon
spelling_only-04929,paleobotanists,spelling_only,paleobotanists,palaeobotanists,,,,scowl_varcon
spelling_only-04930,paleobotany,spelling_only,paleobotany,palaeobotany,,,,scowl_varcon
spelling_only-04932,paleobotany's,spelling_only,paleobotany's,palaeobotany's,,,,scowl_varcon
spelling_only-04933,paleoceanography,spelling_only,paleoceanography,palaeoceanography,,,,scowl_varcon
spelling_only-04934,paleochorology,spelling_only,paleochorology,palaeochorology,,,,scowl_varcon
spelling_only-04935,paleoclimatic,spelling_only,paleoclimatic,palaeoclimatic,,,,scowl_varcon
spelling_only-04936,paleoclimatologic,spelling_only,paleoclimatologic,palaeoclimatologic,,,,scowl_varcon
spelling_only-04937,paleoclimatological,spelling_only,paleoclimatological,palaeoclimatological,,,,scowl_varcon
spelling_only-04942,paleoclimatologies,spelling_only,paleoclimatologies,palaeoclimatologies,,paleoclimatologies,,scowl_varcon
spelling_only-04938,paleoclimatologist,spelling_only,paleoclimatologist,palaeoclimatologist,,,,scowl_varcon
spelling_only-04940,paleoclimatologist's,spelling_only,paleoclimatologist's,palaeoclimatologist's,,,,scowl_varcon
spelling_only-04939,paleoclimatologists,spelling_only,paleoclimatologists,palaeoclimatologists,,,,scowl_varcon
spelling_only-04941,paleoclimatology,spelling_only,paleoclimatology,palaeoclimatology,,paleoclimatology,,scowl_varcon
spelling_only-04943,paleoclimatology's,spelling_only,paleoclimatology's,palaeoclimatology's,,paleoclimatology's,,scowl_varcon
spelling_only-04944,paleocosmic,spelling_only,paleocosmic,palaeocosmic,,,,scowl_varcon
spelling_only-04945,paleocosmology,spelling_only,paleocosmology,palaeocosmology,,,,scowl_varcon
spelling_only-04946,paleocrystal,spelling_only,paleocrystal,palaeocrystal,,,,scowl_varcon
spelling_only-04947,paleocrystallic,spelling_only,paleocrystallic,palaeocrystallic,,,,scowl_varcon
spelling_only-04948,paleocrystalline,spelling_only,paleocrystalline,palaeocrystalline,,,,scowl_varcon
spelling_only-04949,paleocrystic,spelling_only,paleocrystic,palaeocrystic,,,,scowl_varcon
spelling_only-04950,paleocyclic,spelling_only,paleocyclic,palaeocyclic,,,,scowl_varcon
spelling_only-04951,paleodendrologic,spelling_only,paleodendrologic,palaeodendrologic,,,,scowl_varcon
spelling_only-04952,paleodendrological,spelling_only,paleodendrological,palaeodendrological,,,,scowl_varcon
spelling_only-04953,paleodendrologically,spelling_only,paleodendrologically,palaeodendrologically,,,,scowl_varcon
spelling_only-04954,paleodendrologist,spelling_only,paleodendrologist,palaeodendrologist,,,,scowl_varcon
spelling_only-04955,paleodendrology,spelling_only,paleodendrology,palaeodendrology,,,,scowl_varcon
spelling_only-04956,paleoecologic,spelling_only,paleoecologic,palaeoecologic,,,,scowl_varcon
spelling_only-04957,paleoecological,spelling_only,paleoecological,palaeoecological,,,,scowl_varcon
spelling_only-04962,paleoecologies,spelling_only,paleoecologies,palaeoecologies,,paleoecologies,,scowl_varcon
spelling_only-04958,paleoecologist,spelling_only,paleoecologist,palaeoecologist,,,,scowl_varcon
spelling_only-04960,paleoecologist's,spelling_only,paleoecologist's,palaeoecologist's,,,,scowl_varcon
spelling_only-04959,paleoecologists,spelling_only,paleoecologists,palaeoecologists,,,,scowl_varcon
spelling_only-04961,paleoecology,spelling_only,paleoecology,palaeoecology,,paleoecology,,scowl_varcon
spelling_only-04963,paleoecology's,spelling_only,paleoecology's,palaeoecology's,,paleoecology's,,scowl_varcon
spelling_only-04888,paleoencephalon,spelling_only,paleoencephalon,palaeoencephalon,,,,scowl_varcon
spelling_only-04889,paleoencephalon's,spelling_only,paleoencephalon's,palaeoencephalon's,,,,scowl_varcon
spelling_only-04964,paleoentomologic,spelling_only,paleoentomologic,palaeoentomologic,,,,scowl_varcon
spelling_only-04965,paleoentomological,spelling_only,paleoentomological,palaeoentomological,,,,scowl_varcon
spelling_only-04966,paleoentomologist,spelling_only,paleoentomologist,palaeoentomologist,,,,scowl_varcon
spelling_only-04967,paleoentomologist's,spelling_only,paleoentomologist's,palaeoentomologist's,,,,scowl_varcon
spelling_only-04968,paleoeremology,spelling_only,paleoeremology,palaeoeremology,,,,scowl_varcon
spelling_only-04969,paleoethnic,spelling_only,paleoethnic,palaeoethnic,,,,scowl_varcon
spelling_only-04970,paleoethnography,spelling_only,paleoethnography,palaeoethnography,,,,scowl_varcon
spelling_only-04893,paleoethnologic,spelling_only,paleoethnologic,palaeoethnologic,,,,scowl_varcon
spelling_only-04896,paleoethnological,spelling_only,paleoethnological,palaeoethnological,,,,scowl_varcon
spelling_only-04899,paleoethnologist,spelling_only,paleoethnologist,palaeoethnologist,,,,scowl_varcon
spelling_only-04903,paleoethnology,spelling_only,paleoethnology,palaeoethnology,,,,scowl_varcon
spelling_only-04971,paleofauna,spelling_only,paleofauna,palaeofauna,,,,scowl_varcon
spelling_only-04972,paleogenesis,spelling_only,paleogenesis,palaeogenesis,,,,scowl_varcon
spelling_only-04973,paleogenesis's,spelling_only,paleogenesis's,palaeogenesis's,,,,scowl_varcon
spelling_only-04974,paleogenetic,spelling_only,paleogenetic,palaeogenetic,,,,scowl_varcon
spelling_only-04975,paleogeographer,spelling_only,paleogeographer,palaeogeographer,,,,scowl_varcon
spelling_only-04976,paleogeographers,spelling_only,paleogeographers,palaeogeographers,,,,scowl_varcon
spelling_only-04977,paleogeographic,spelling_only,paleogeographic,palaeogeographic,,,,scowl_varcon
spelling_only-04978,paleogeographical,spelling_only,paleogeographical,palaeogeographical,,,,scowl_varcon
spelling_only-04979,paleogeographically,spelling_only,paleogeographically,palaeogeographically,,,,scowl_varcon
spelling_only-04981,paleogeographies,spelling_only,paleogeographies,palaeogeographies,,paleogeographies,,scowl_varcon
spelling_only-04980,paleogeography,spelling_only,paleogeography,palaeogeography,,paleogeography,,scowl_varcon
spelling_only-04982,paleogeology,spelling_only,paleogeology,palaeogeology,,,,scowl_varcon
spelling_only-04983,paleoglaciology,spelling_only,paleoglaciology,palaeoglaciology,,,,scowl_varcon
spelling_only-04984,paleoglyph,spelling_only,paleoglyph,palaeoglyph,,,,scowl_varcon
spelling_only-04985,paleograph,spelling_only,paleograph,palaeograph,,,,scowl_varcon
spelling_only-04986,paleographic,spelling_only,paleographic,palaeographic,,,,scowl_varcon
spelling_only-04987,paleographical,spelling_only,paleographical,palaeographical,,,,scowl_varcon
spelling_only-04988,paleographically,spelling_only,paleographically,palaeographically,,,,scowl_varcon
spelling_only-04989,paleographist,spelling_only,paleographist,palaeographist,,,,scowl_varcon
spelling_only-04990,paleoherpetologist,spelling_only,paleoherpetologist,palaeoherpetologist,,,,scowl_varcon
spelling_only-04991,paleoherpetology,spelling_only,paleoherpetology,palaeoherpetology,,,,scowl_varcon
spelling_only-04992,paleohistology,spelling_only,paleohistology,palaeohistology,,,,scowl_varcon
spelling_only-04993,paleohydrography,spelling_only,paleohydrography,palaeohydrography,,,,scowl_varcon
spelling_only-04994,paleoichthyology,spelling_only,paleoichthyology,palaeoichthyology,,,,scowl_varcon
spelling_only-04995,paleolatry,spelling_only,paleolatry,palaeolatry,,,,scowl_varcon
spelling_only-04996,paleolimnology,spelling_only,paleolimnology,palaeolimnology,,,,scowl_varcon
spelling_only-04997,paleolith,spelling_only,paleolith,palaeolith,,,,scowl_varcon
spelling_only-04999,paleolith's,spelling_only,paleolith's,palaeolith's,,,,scowl_varcon
spelling_only-05000,paleolithical,spelling_only,paleolithical,palaeolithical,,,,scowl_varcon
spelling_only-05001,paleolithist,spelling_only,paleolithist,palaeolithist,,,,scowl_varcon
spelling_only-05002,paleolithoid,spelling_only,paleolithoid,palaeolithoid,,,,scowl_varcon
spelling_only-04998,paleoliths,spelling_only,paleoliths,palaeoliths,,,,scowl_varcon
spelling_only-05003,paleolithy,spelling_only,paleolithy,palaeolithy,,,,scowl_varcon
spelling_only-05004,paleological,spelling_only,paleological,palaeological,,,,scowl_varcon
spelling_only-05005,paleologist,spelling_only,paleologist,palaeologist,,,,scowl_varcon
spelling_only-05006,paleologist's,spelling_only,paleologist's,palaeologist's,,,,scowl_varcon
spelling_only-05007,paleology,spelling_only,paleology,palaeology,,,,scowl_varcon
spelling_only-05008,paleomagnetism,spelling_only,paleomagnetism,palaeomagnetism,,,,scowl_varcon
spelling_only-05010,paleomagnetism's,spelling_only,paleomagnetism's,palaeomagnetism's,,,,scowl_varcon
spelling_only-05009,paleomagnetisms,spelling_only,paleomagnetisms,palaeomagnetisms,,,,scowl_varcon
spelling_only-05011,paleometallic,spelling_only,paleometallic,palaeometallic,,,,scowl_varcon
spelling_only-05012,paleometeorological,spelling_only,paleometeorological,palaeometeorological,,,,scowl_varcon
spelling_only-05013,paleometeorology,spelling_only,paleometeorology,palaeometeorology,,,,scowl_varcon
spelling_only-05014,paleontographic,spelling_only,paleontographic,palaeontographic,,,,scowl_varcon
spelling_only-05015,paleontographical,spelling_only,paleontographical,palaeontographical,,,,scowl_varcon
spelling_only-05017,paleontographies,spelling_only,paleontographies,palaeontographies,,,,scowl_varcon
spelling_only-05016,paleontography,spelling_only,paleontography,palaeontography,,,,scowl_varcon
spelling_only-05018,paleontography's,spelling_only,paleontography's,palaeontography's,,,,scowl_varcon
spelling_only-05019,paleontol,spelling_only,paleontol,palaeontol,,,,scowl_varcon
spelling_only-05020,paleontologic,spelling_only,paleontologic,palaeontologic,,,,scowl_varcon
spelling_only-05021,paleontological,spelling_only,paleontological,palaeontological,,paleontological,,scowl_varcon
spelling_only-05022,paleontologically,spelling_only,paleontologically,palaeontologically,,,,scowl_varcon
spelling_only-06758,paleontologist's,spelling_only,paleontologist's,palaeontologist's,,paleontologist's,,scowl_varcon
spelling_only-06761,paleontology's,spelling_only,paleontology's,palaeontology's,,paleontology's,,scowl_varcon
spelling_only-05023,paleopathologic,spelling_only,paleopathologic,palaeopathologic,,,,scowl_varcon
spelling_only-05024,paleopathological,spelling_only,paleopathological,palaeopathological,,,,scowl_varcon
spelling_only-05028,paleopathologies,spelling_only,paleopathologies,palaeopathologies,,,,scowl_varcon
spelling_only-05025,paleopathologist,spelling_only,paleopathologist,palaeopathologist,,,,scowl_varcon
spelling_only-05026,paleopathologists,spelling_only,paleopathologists,palaeopathologists,,,,scowl_varcon
spelling_only-05027,paleopathology,spelling_only,paleopathology,palaeopathology,,,,scowl_varcon
spelling_only-05029,paleopedology,spelling_only,paleopedology,palaeopedology,,,,scowl_varcon
spelling_only-05030,paleophysiography,spelling_only,paleophysiography,palaeophysiography,,,,scowl_varcon
spelling_only-05031,paleophysiology,spelling_only,paleophysiology,palaeophysiology,,,,scowl_varcon
spelling_only-05032,paleophytic,spelling_only,paleophytic,palaeophytic,,,,scowl_varcon
spelling_only-05033,paleophytological,spelling_only,paleophytological,palaeophytological,,,,scowl_varcon
spelling_only-05034,paleophytologist,spelling_only,paleophytologist,palaeophytologist,,,,scowl_varcon
spelling_only-05035,paleophytology,spelling_only,paleophytology,palaeophytology,,,,scowl_varcon
spelling_only-05036,paleoplain,spelling_only,paleoplain,palaeoplain,,,,scowl_varcon
spelling_only-05037,paleopotamology,spelling_only,paleopotamology,palaeopotamology,,,,scowl_varcon
spelling_only-05038,paleopsychic,spelling_only,paleopsychic,palaeopsychic,,,,scowl_varcon
spelling_only-05039,paleopsychological,spelling_only,paleopsychological,palaeopsychological,,,,scowl_varcon
spelling_only-05040,paleopsychology,spelling_only,paleopsychology,palaeopsychology,,,,scowl_varcon
spelling_only-05041,paleornithological,spelling_only,paleornithological,palaeornithological,,,,scowl_varcon
spelling_only-05042,paleornithology,spelling_only,paleornithology,palaeornithology,,,,scowl_varcon
spelling_only-05043,paleostriatal,spelling_only,paleostriatal,palaeostriatal,,,,scowl_varcon
spelling_only-05044,paleostriatum,spelling_only,paleostriatum,palaeostriatum,,,,scowl_varcon
spelling_only-05045,paleostylic,spelling_only,paleostylic,palaeostylic,,,,scowl_varcon
spelling_only-05046,paleostyly,spelling_only,paleostyly,palaeostyly,,,,scowl_varcon
spelling_only-05047,paleotechnic,spelling_only,paleotechnic,palaeotechnic,,,,scowl_varcon
spelling_only-05048,paleothalamus,spelling_only,paleothalamus,palaeothalamus,,,,scowl_varcon
spelling_only-05049,paleovolcanic,spelling_only,paleovolcanic,palaeovolcanic,,,,scowl_varcon
spelling_only-05050,paleozoic,spelling_only,paleozoic,palaeozoic,,,,scowl_varcon
spelling_only-05051,paleozoologic,spelling_only,paleozoologic,palaeozoologic,,,,scowl_varcon
spelling_only-05052,paleozoological,spelling_only,paleozoological,palaeozoological,,,,scowl_varcon
spelling_only-05057,paleozoologies,spelling_only,paleozoologies,palaeozoologies,,,,scowl_varcon
spelling_only-05053,paleozoologist,spelling_only,paleozoologist,palaeozoologist,,,,scowl_varcon
spelling_only-05055,paleozoologist's,spelling_only,paleozoologist's,palaeozoologist's,,,,scowl_varcon
spelling_only-05054,paleozoologists,spelling_only,paleozoologists,palaeozoologists,,,,scowl_varcon
spelling_only-05056,paleozoology,spelling_only,paleozoology,palaeozoology,,,,scowl_varcon
spelling_only-05058,paleozoology's,spelling_only,paleozoology's,palaeozoology's,,,,scowl_varcon
spelling_only-05059,palestra,spelling_only,palestra,palaestra,,,,scowl_varcon
spelling_only-05061,palestra's,spelling_only,palestra's,palaestra's,,,,scowl_varcon
spelling_only-05062,palestrae,spelling_only,palestrae,palaestrae,,,,scowl_varcon
spelling_only-05063,palestral,spelling_only,palestral,palaestral,,,,scowl_varcon
spelling_only-05060,palestras,spelling_only,palestras,palaestras,,,,scowl_varcon
spelling_only-05064,palestrian,spelling_only,palestrian,palaestrian,,,,scowl_varcon
spelling_only-05065,palestric,spelling_only,palestric,palaestric,,,,scowl_varcon
spelling_only-05066,paletiology,spelling_only,paletiology,palaetiology,,,,scowl_varcon
spelling_only-05067,pandora,spelling_only,pandora,pandoura,,,,scowl_varcon
spelling_only-05069,paneling's,spelling_only,paneling's,panelling's,,,,scowl_varcon
spelling_only-05068,panelings,spelling_only,panelings,panellings,,,,scowl_varcon
spelling_only-05070,panelist's,spelling_only,panelist's,panellist's,,,,scowl_varcon
spelling_only-05071,panelization,spelling_only,panelization,panellisation,,,,scowl_varcon
spelling_only-05072,panesthesia,spelling_only,panesthesia,panaesthesia,,,,scowl_varcon
spelling_only-05073,panesthesias,spelling_only,panesthesias,panaesthesias,,,,scowl_varcon
spelling_only-05074,panesthetic,spelling_only,panesthetic,panaesthetic,,,,scowl_varcon
spelling_only-05075,pangea,spelling_only,pangea,pangaea,,,,scowl_varcon
spelling_only-05076,panomphean,spelling_only,panomphean,panomphaean,,,,scowl_varcon
spelling_only-05077,papilledema,spelling_only,papilledema,papilloedema,,,,scowl_varcon
spelling_only-05078,papule,spelling_only,papule,papulae,,,,scowl_varcon
spelling_only-05079,paralyzation,spelling_only,paralyzation,paralysation,,,,scowl_varcon
spelling_only-05081,paralyzation's,spelling_only,paralyzation's,paralysation's,,,,scowl_varcon
spelling_only-05080,paralyzations,spelling_only,paralyzations,paralysations,,,,scowl_varcon
spelling_only-05087,paralyzedlies,spelling_only,paralyzedlies,paralysedlies,,,,scowl_varcon
spelling_only-05086,paralyzedly,spelling_only,paralyzedly,paralysedly,,,,scowl_varcon
spelling_only-05088,paralyzer,spelling_only,paralyzer,paralyser,,,,scowl_varcon
spelling_only-05090,paralyzer's,spelling_only,paralyzer's,paralyser's,,,,scowl_varcon
spelling_only-05089,paralyzers,spelling_only,paralyzers,paralysers,,,,scowl_varcon
spelling_only-05092,paralyzinglies,spelling_only,paralyzinglies,paralysinglies,,,,scowl_varcon
spelling_only-05091,paralyzingly,spelling_only,paralyzingly,paralysingly,,,,scowl_varcon
spelling_only-05093,paraselene,spelling_only,paraselene,paraselenae,,,,scowl_varcon
spelling_only-05094,parasitemia,spelling_only,parasitemia,parasitaemia,,,,scowl_varcon
spelling_only-05095,paratragedia,spelling_only,paratragedia,paratragoedia,,,,scowl_varcon
spelling_only-05097,parceler,spelling_only,parceler,parceller,,,,scowl_varcon
spelling_only-05096,parceling's,spelling_only,parceling's,parcelling's,,,,scowl_varcon
spelling_only-05098,parecious,spelling_only,parecious,paroecious,,,,scowl_varcon
spelling_only-05099,pareciously,spelling_only,pareciously,paroeciously,,,,scowl_varcon
spelling_only-05100,pareciousness,spelling_only,pareciousness,paroeciousness,,,,scowl_varcon
spelling_only-05101,parecism,spelling_only,parecism,paroecism,,,,scowl_varcon
spelling_only-05102,parecy,spelling_only,parecy,paroecy,,,,scowl_varcon
spelling_only-05104,pareneses,spelling_only,pareneses,paraeneses,,,,scowl_varcon
spelling_only-05103,parenesis,spelling_only,parenesis,paraenesis,,,,scowl_varcon
spelling_only-05105,parenetic,spelling_only,parenetic,paraenetic,,,,scowl_varcon
spelling_only-05106,parenetical,spelling_only,parenetical,paraenetical,,,,scowl_varcon
spelling_only-05107,paresthesia,spelling_only,paresthesia,paraesthesia,,,,scowl_varcon
spelling_only-05109,paresthesia's,spelling_only,paresthesia's,paraesthesia's,,,,scowl_varcon
spelling_only-05108,paresthesias,spelling_only,paresthesias,paraesthesias,,,,scowl_varcon
spelling_only-05110,paresthetic,spelling_only,paresthetic,paraesthetic,,,,scowl_varcon
spelling_only-05113,parlor's,spelling_only,parlor's,parlour's,,parlour's,,scowl_varcon
spelling_only-05114,parlorish,spelling_only,parlorish,parlourish,,,,scowl_varcon
spelling_only-05115,parlormaid,spelling_only,parlormaid,parlourmaid,,,,scowl_varcon
spelling_only-05116,particolored,spelling_only,particolored,particoloured,,,,scowl_varcon
spelling_only-05117,particoloredder,spelling_only,particoloredder,particolouredder,,,,scowl_varcon
spelling_only-05118,particoloreddest,spelling_only,particoloreddest,particoloureddest,,,,scowl_varcon
spelling_only-05119,passades,spelling_only,passades,passadoes,,,,scowl_varcon
spelling_only-05120,patine,spelling_only,patine,patinae,,,,scowl_varcon
spelling_only-05121,patined,spelling_only,patined,patinaed,,,,scowl_varcon
spelling_only-05122,patrices,spelling_only,patrices,patricoes,,,,scowl_varcon
spelling_only-05123,patte,spelling_only,patte,pattae,,,,scowl_varcon
spelling_only-05124,pavior,spelling_only,pavior,paviour,,,,scowl_varcon
spelling_only-05126,pavior's,spelling_only,pavior's,paviour's,,,,scowl_varcon
spelling_only-05125,paviors,spelling_only,paviors,paviours,,,,scowl_varcon
spelling_only-05127,pe,spelling_only,pe,poe,,,,scowl_varcon
spelling_only-05128,pedagogism,spelling_only,pedagogism,paedagogism,,,,scowl_varcon
spelling_only-05130,pedaler,spelling_only,pedaler,pedaller,,pedaller,,scowl_varcon
spelling_only-05132,pedaler's,spelling_only,pedaler's,pedaller's,,pedaller's,,scowl_varcon
spelling_only-05131,pedalers,spelling_only,pedalers,pedallers,,pedallers,,scowl_varcon
spelling_only-05134,pedatrophia,spelling_only,pedatrophia,paedatrophia,,,,scowl_varcon
spelling_only-05135,pedatrophy,spelling_only,pedatrophy,paedatrophy,,,,scowl_varcon
spelling_only-05136,peddler,spelling_only,peddler,pedlar,,peddler,,scowl_varcon
spelling_only-05138,peddler's,spelling_only,peddler's,pedlar's,,peddler's,,scowl_varcon
spelling_only-05137,peddlers,spelling_only,peddlers,pedlars,,peddlers,,scowl_varcon
spelling_only-05139,pederastic,spelling_only,pederastic,paederastic,,,,scowl_varcon
spelling_only-05140,pederastically,spelling_only,pederastically,paederastically,,,,scowl_varcon
spelling_only-05141,pedestaled,spelling_only,pedestaled,pedestalled,,,,scowl_varcon
spelling_only-05142,pedestaling,spelling_only,pedestaling,pedestalling,,,,scowl_varcon
spelling_only-05146,pediatrician's,spelling_only,pediatrician's,paediatrician's,,pediatrician's,,scowl_varcon
spelling_only-05147,pediatry,spelling_only,pediatry,paediatry,,,,scowl_varcon
spelling_only-05148,pedobaptism,spelling_only,pedobaptism,paedobaptism,,,,scowl_varcon
spelling_only-05149,pedobaptism's,spelling_only,pedobaptism's,paedobaptism's,,,,scowl_varcon
spelling_only-05150,pedobaptist,spelling_only,pedobaptist,paedobaptist,,,,scowl_varcon
spelling_only-05151,pedobaptist's,spelling_only,pedobaptist's,paedobaptist's,,,,scowl_varcon
spelling_only-05152,pedodontic,spelling_only,pedodontic,paedodontic,,,,scowl_varcon
spelling_only-05153,pedodontics,spelling_only,pedodontics,paedodontics,,,,scowl_varcon
